"bedrooms" "bathrooms" "floors" "waterfront" "view" "condition" "grade" "zipcode" "lat" "long" "sqm_living" "sqm_lot" "sqm_above" "sqm_basement" "sqm_living15" "sqm_lot15" "yr_old" "renovate_index" "has_ren" "has_bas" "geo_dist" "price"
"13558" 3 2 1.5 0 0 4 6 98108 47.5531 -122.312 111 728 111 0 136 301 97 97 0 0 8.36009451096718 311000
"13559" 3 2.75 2 0 2 3 7 98106 47.5327 -122.346 161 384 137 23 146 383 40 40 0 1 10.4096339490798 260000
"13560" 3 1.75 1 0 0 4 7 98003 47.3179 -122.331 130 887 130 0 154 794 31 31 0 0 34.2823911208928 217500
"13561" 3 2.5 2 0 0 3 7 98042 47.3715 -122.127 204 394 204 0 204 401 12 12 0 0 32.461701076122 290000
"13562" 3 1.5 1 0 0 3 6 98033 47.6937 -122.213 89 427 89 0 207 869 71 71 0 0 12.0156568837524 5e+05
"13563" 3 2 1 0 3 3 7 98118 47.5644 -122.29 164 557 102 62 121 279 31 31 0 1 7.7631702087142 423500
"13564" 4 2.5 2 0 0 3 9 98074 47.6134 -122.042 276 532 276 0 366 450 10 10 0 0 22.2494720885057 715000
"13565" 3 2.5 2 0 0 3 7 98118 47.5515 -122.284 148 290 148 0 101 455 21 21 0 0 9.24613844271638 299000
"13566" 3 2.5 2 0 0 3 8 98034 47.7277 -122.207 311 372 237 74 217 387 10 10 0 1 14.9671567010343 635000
"13567" 4 2.5 2 0 0 3 10 98075 47.5896 -121.978 313 895 313 0 312 960 16 16 0 0 27.3115075325388 806000
"13568" 3 2.5 2 0 0 3 7 98056 47.4802 -122.18 182 323 182 0 238 325 11 11 0 0 20.1119197346023 289950
"13569" 3 1.75 1 0 0 4 7 98058 47.4619 -122.168 126 613 126 0 164 660 34 34 0 0 22.2922449969989 280000
"13570" 3 2.5 2 0 0 3 9 98058 47.4569 -122.118 258 557 258 0 180 322 11 11 0 0 25.0517704107578 479950
"13571" 4 2.5 2 0 0 3 7 98038 47.3655 -122.028 279 910 279 0 176 702 13 13 0 0 37.1943880000315 394000
"13572" 4 2.5 2 0 0 3 9 98077 47.7597 -122.018 334 18899 316 19 293 18858 36 36 0 1 28.1954995769345 682000
"13573" 2 1 1 0 0 4 6 98103 47.6839 -122.345 92 279 92 0 104 279 97 97 0 0 6.43916161907387 409950
"13574" 4 3.5 2 0 4 5 9 98144 47.593 -122.289 278 390 186 92 222 390 90 90 0 1 5.21871373429677 1e+06
"13575" 4 1 1.5 0 2 3 7 98136 47.5372 -122.382 111 613 111 0 168 613 107 107 0 0 10.4230416416619 436000
"13576" 3 1 1 0 0 3 7 98168 47.4766 -122.326 142 1484 90 52 143 1484 63 63 0 1 16.6568153690305 279000
"13577" 1 1.75 1 0 0 3 7 98126 47.534 -122.376 134 457 67 67 134 457 92 92 0 1 10.6327902170414 390000
"13578" 3 1.75 1 1 1 4 7 98070 47.459 -122.504 180 15526 137 43 177 11817 60 60 0 1 22.367803188079 635000
"13579" 4 2.75 2 0 0 4 7 98023 47.3075 -122.359 199 753 199 0 182 651 25 25 0 0 35.4687995651214 304400
"13580" 5 1.75 1.5 0 0 3 7 98115 47.6835 -122.308 216 353 126 90 195 353 88 88 0 1 6.76547862735059 780000
"13581" 4 3.5 2 0 0 5 8 98070 47.3652 -122.504 254 19528 254 0 211 17401 41 41 0 0 31.577521235577 520000
"13582" 3 1.75 1 0 0 3 7 98125 47.7019 -122.313 181 988 116 65 120 593 37 37 0 1 8.63048320749166 580000
"13583" 3 1.75 1 0 0 3 7 98055 47.4333 -122.194 134 669 92 42 144 665 34 34 0 1 24.0256436529927 274000
"13584" 3 2.25 1 0 0 3 7 98058 47.4418 -122.136 142 734 107 35 136 732 35 35 0 1 25.511426380358 315000
"13585" 4 1.75 1 0 0 4 8 98042 47.3932 -122.12 177 7207 177 0 198 3440 44 44 0 0 30.6558650272532 390000
"13586" 5 2 1 0 0 3 7 98155 47.7694 -122.321 163 764 163 0 112 628 59 59 0 0 15.9786853173299 340000
"13587" 3 2.25 2 0 0 4 8 98072 47.7523 -122.117 149 4238 149 0 216 3995 32 32 0 0 21.7016161139277 502000
"13588" 3 1.75 1 0 0 3 8 98059 47.4713 -122.117 163 1039 163 0 161 1039 47 47 0 0 23.9226109862394 260000
"13589" 2 1 1 0 0 4 6 98116 47.5756 -122.414 87 446 87 0 91 548 104 60 1 0 7.99230828740431 399000
"13590" 2 1 1 0 0 3 7 98106 47.5341 -122.358 82 589 82 0 134 589 96 96 0 0 10.3443406585184 312500
"13591" 3 1.75 1 0 0 5 7 98155 47.7596 -122.304 153 767 98 55 212 878 64 64 0 1 15.0565660707191 370000
"13592" 4 3.5 2 0 0 3 10 98004 47.6005 -122.199 355 1229 305 50 310 901 25 25 0 1 10.8214000354394 1240000
"13593" 3 1.5 1 0 0 3 8 98023 47.3352 -122.344 177 895 177 0 187 895 48 48 0 0 32.3572731987271 230000
"13594" 4 1.75 1 0 3 4 9 98199 47.6425 -122.406 346 785 182 164 236 656 68 68 0 1 5.3914705857534 1275000
"13595" 3 1 1.5 0 0 3 6 98106 47.5238 -122.355 131 476 112 19 124 476 90 90 0 1 11.4521629827025 294350
"13596" 3 1 1 0 0 4 5 98056 47.4983 -122.172 89 530 89 0 89 530 59 59 0 0 18.9148692914714 208950
"13597" 2 1.75 1 0 0 3 8 98053 47.7173 -122.034 179 517 179 0 168 481 10 10 0 0 24.9330582062094 515000
"13598" 4 2.5 2 0 0 3 11 98027 47.5527 -122.095 318 890 318 0 308 761 21 21 0 0 19.9880601553591 965000
"13599" 4 2.75 2 0 2 3 9 98122 47.6142 -122.284 280 316 208 72 180 472 92 6 1 1 4.27834798724696 925000
"13600" 4 1 1.5 0 0 3 8 98115 47.6761 -122.297 165 465 165 0 189 465 68 68 0 0 6.3538586761916 654500
"13601" 4 2.5 1 0 0 4 8 98059 47.472 -122.119 193 1027 193 0 172 1027 46 46 0 0 23.7623740946415 364000
"13602" 2 1 1 0 0 3 7 98002 47.3063 -122.219 116 484 98 19 96 497 64 64 0 1 36.6801148313024 150000
"13603" 5 3 1 0 0 3 8 98188 47.4524 -122.284 210 940 127 83 143 994 10 10 0 1 19.7468154826419 349950
"13604" 3 1.5 1.5 0 0 4 7 98117 47.678 -122.36 155 465 155 0 163 465 103 103 0 0 5.98907726121723 585000
"13605" 4 2.25 2 0 0 4 9 98007 47.621 -122.151 209 1254 209 0 254 1254 35 35 0 0 14.0452547616068 801501
"13606" 3 1.75 1 0 0 3 7 98024 47.5297 -121.901 153 20598 153 0 234 20558 23 23 0 0 34.507950154833 610000
"13607" 5 2.25 2 0 0 4 8 98042 47.3734 -122.124 268 1112 268 0 220 995 25 25 0 0 32.3888221447968 382000
"13608" 4 3 2 0 2 3 9 98022 47.2527 -121.98 336 37504 336 0 207 13825 35 35 0 0 49.5026732741075 495000
"13609" 3 1.75 1 0 0 3 8 98115 47.6934 -122.328 181 604 142 39 154 609 62 62 0 1 7.51494598070411 447500
"13610" 4 2.5 1 0 0 4 7 98008 47.6297 -122.117 212 882 120 92 145 748 49 49 0 1 16.5848850507823 575000
"13611" 2 1.75 1.5 0 2 4 7 98144 47.5994 -122.287 162 440 97 65 188 392 108 108 0 1 4.85999973947388 565000
"13612" 3 1 1 0 0 3 7 98034 47.7317 -122.201 113 732 113 0 124 732 49 49 0 0 15.5973858665244 348580
"13613" 4 1.75 1 0 0 2 8 98052 47.6622 -122.145 210 901 154 56 222 785 37 37 0 1 15.0215617507143 459000
"13614" 4 2 2 0 2 2 7 98019 47.7216 -121.907 166 5706 166 0 166 5787 27 27 0 0 33.9878861785387 375000
"13615" 4 2.5 2 0 0 3 7 98030 47.3817 -122.204 227 659 227 0 173 564 16 16 0 0 28.9940452988557 310000
"13616" 3 1.5 1 0 0 4 7 98003 47.2878 -122.297 130 892 130 0 205 1394 51 51 0 0 37.7526263261522 210000
"13617" 3 2.75 2 0 0 3 8 98065 47.5164 -121.877 168 306 168 0 168 257 1 1 0 0 36.6926228998624 384205
"13618" 2 1 1 0 0 3 7 98055 47.4866 -122.219 130 418 84 46 130 511 93 93 0 1 17.914606416889 180000
"13619" 2 1 1 0 0 3 7 98055 47.4866 -122.219 130 418 84 46 130 511 93 93 0 1 17.914606416889 310000
"13620" 4 2.5 2 0 0 3 7 98028 47.776 -122.24 187 585 187 0 174 408 15 15 0 0 18.210575249629 427500
"13621" 3 3 1.5 0 0 3 8 98119 47.6363 -122.371 234 200 145 89 106 200 90 9 1 1 2.70025451152271 780000
"13622" 3 2.25 2 0 0 3 10 98039 47.6189 -122.23 284 1486 284 0 326 1223 27 27 0 0 8.15315478641283 1762000
"13623" 4 2.5 2 0 0 3 7 98038 47.3655 -122.018 200 372 200 0 150 372 5 5 0 0 37.6697366467909 339950
"13624" 3 2.25 2 0 0 3 10 98006 47.5575 -122.119 268 906 268 0 271 1030 26 26 0 0 18.1282744125607 820000
"13625" 2 2 1 0 0 3 8 98053 47.7193 -122.024 121 359 121 0 125 390 9 9 0 0 25.7073594256273 398000
"13626" 3 1.75 1 0 0 4 8 98027 47.4669 -122.003 257 3709 147 111 225 3380 37 37 0 1 30.7699136003246 492000
"13627" 4 1.5 1 0 0 4 8 98032 47.3581 -122.288 165 1376 110 56 135 625 65 65 0 1 30.0461685411544 240000
"13628" 4 3.5 2 0 2 3 10 98042 47.3804 -122.163 347 1396 227 120 320 1327 24 24 0 1 30.333790048583 599950
"13629" 2 1 1 0 0 1 5 98148 47.4611 -122.324 86 719 86 0 151 797 83 83 0 0 18.3860845759893 105500
"13630" 2 1 1 0 0 1 5 98148 47.4611 -122.324 86 719 86 0 151 797 83 83 0 0 18.3860845759893 445000
"13631" 2 1.75 1 0 0 5 7 98022 47.2079 -121.967 136 39619 89 46 168 1612 49 49 0 1 54.2529072640488 390500
"13632" 3 2 1 0 0 3 7 98042 47.3697 -122.075 122 785 122 0 122 785 21 21 0 0 34.7044670256094 255000
"13633" 4 2.5 2 0 0 3 9 98029 47.5748 -122.018 257 954 257 0 211 670 26 26 0 0 24.6818478362463 675750
"13634" 3 3.25 2 0 3 4 10 98109 47.6406 -122.347 292 506 208 84 274 488 102 102 0 1 1.73332952835233 1640000
"13635" 4 2.5 2 0 0 3 7 98038 47.3512 -122.006 164 858 164 0 200 506 11 11 0 0 39.4725023407744 353500
"13636" 3 1 1 0 0 4 7 98004 47.6094 -122.194 113 705 113 0 128 829 61 61 0 0 10.9716686717106 765000
"13637" 4 2.5 2 0 0 3 8 98065 47.5341 -121.866 203 459 203 0 203 475 16 16 0 0 36.8719875713348 563500
"13638" 4 2 1 0 0 3 7 98118 47.561 -122.272 167 508 84 84 130 502 73 73 0 1 8.78598422632862 439000
"13639" 5 2.75 1 0 2 4 9 98040 47.5734 -122.213 288 930 154 134 300 955 42 42 0 1 11.0735893724514 975000
"13640" 3 2.5 2 0 0 3 7 98065 47.5415 -121.884 211 409 211 0 191 409 8 8 0 0 35.3466039539556 469900
"13641" 3 1 2 0 0 3 6 98155 47.7469 -122.319 121 760 121 0 104 760 68 68 0 0 13.501676124188 252000
"13642" 3 2 1 0 0 4 7 98166 47.441 -122.342 164 864 164 0 174 950 60 6 1 0 20.5918891451461 495000
"13643" 6 2.5 1 0 0 3 8 98166 47.4223 -122.343 313 1452 164 149 259 1457 51 51 0 1 22.672115293247 570000
"13644" 4 2.5 2 0 0 3 7 98144 47.5704 -122.294 151 498 151 0 178 469 16 16 0 0 7.03315606032093 327000
"13645" 2 2.25 1 0 0 4 8 98199 47.653 -122.416 229 711 137 92 192 675 61 61 0 1 6.54472677291976 898000
"13646" 4 2.5 2 0 0 3 8 98001 47.3155 -122.266 242 796 242 0 202 491 12 12 0 0 34.9691729263491 3e+05
"13647" 3 2 1 0 0 3 8 98074 47.6254 -122.05 167 1156 113 54 229 1148 37 37 0 1 21.6022013089193 418500
"13648" 4 2.5 2 0 0 3 7 98056 47.5118 -122.194 208 429 171 37 210 483 14 14 0 1 16.6987921628957 450000
"13649" 3 2 1 0 2 5 8 98166 47.4419 -122.34 182 1217 153 29 182 977 58 58 0 1 20.4903103183343 403000
"13650" 3 1 1.5 0 0 4 7 98133 47.7185 -122.354 159 609 111 47 131 610 89 89 0 1 10.3341354284363 440000
"13651" 4 1.75 1 0 0 3 7 98118 47.5166 -122.266 199 461 100 98 148 488 50 50 0 1 13.3348891241557 350000
"13652" 3 2 1 0 0 3 6 98133 47.7634 -122.34 130 576 65 65 131 703 67 67 0 1 15.2598418741102 240000
"13653" 2 1 1 0 0 4 6 98107 47.656 -122.359 83 195 71 12 149 395 96 96 0 1 3.66317873769653 460000
"13654" 4 1 2 0 0 3 8 98102 47.6259 -122.321 169 372 169 0 190 372 92 92 0 0 1.29309264343933 825000
"13655" 3 2.25 1 0 0 4 7 98092 47.2942 -122.19 173 1115 173 0 169 892 39 39 0 0 38.5592260368274 267500
"13656" 3 1 1 0 0 4 7 98001 47.2633 -122.245 113 2085 113 0 117 1853 43 43 0 0 40.9541314283312 201000
"13657" 3 2.75 2 0 0 3 8 98065 47.5216 -121.878 214 431 214 0 225 529 7 7 0 0 36.4316250711787 479500
"13658" 2 1 2 0 0 4 7 98092 47.3187 -122.182 141 437 141 0 106 363 37 37 0 0 36.1498955730921 210000
"13659" 2 1 1 0 0 3 7 98103 47.6653 -122.338 134 300 89 45 108 337 100 100 0 1 4.3510977857174 445000
"13660" 3 1.75 1 0 0 3 7 98155 47.7479 -122.318 109 757 109 0 111 757 63 63 0 0 13.6203668570028 265000
"13661" 3 1.75 1 0 0 3 7 98155 47.7479 -122.318 109 757 109 0 111 757 63 63 0 0 13.6203668570028 399000
"13662" 4 2.25 2 0 0 4 9 98077 47.755 -122.035 297 4957 297 0 246 5018 43 43 0 0 26.8404453935208 785000
"13663" 5 2.5 2.5 0 0 3 11 98072 47.7377 -122.084 415 3263 415 0 376 3170 31 31 0 0 22.7172541503046 831500
"13664" 4 2.5 2 0 0 3 7 98042 47.367 -122.115 239 423 239 0 204 418 6 6 0 0 33.3436840976472 360000
"13665" 3 2.5 2 0 0 3 9 98056 47.528 -122.171 220 735 220 0 232 764 25 25 0 0 16.6299215350257 655000
"13666" 4 1.5 1.5 0 0 4 7 98034 47.7325 -122.242 167 943 167 0 151 990 57 57 0 0 13.846116199303 449950
"13667" 5 2.5 1 0 0 3 8 98052 47.6875 -122.122 214 650 120 94 193 676 40 40 0 1 17.5737277208997 612000
"13668" 3 2.5 2 0 0 3 8 98059 47.4785 -122.095 301 3127 301 0 174 4047 14 14 0 0 24.5535054199386 575000
"13669" 3 2.5 1 0 0 3 9 98011 47.7453 -122.213 212 1695 89 123 288 1158 20 20 0 1 16.2289169735979 557000
"13670" 4 1.75 1 0 1 5 6 98056 47.511 -122.197 174 1161 96 78 191 1314 72 72 0 1 16.6223055331107 375000
"13671" 3 2.25 1 0 0 4 7 98092 47.2838 -122.006 169 9267 169 0 172 10927 46 46 0 0 45.5339256480042 369000
"13672" 5 2.75 1 0 0 4 7 98118 47.5149 -122.263 222 584 120 102 157 483 49 49 0 1 13.5997278086626 330000
"13673" 4 1.75 1 0 3 3 8 98105 47.67 -122.274 196 623 131 65 199 651 74 74 0 1 6.84962663837491 1031000
"13674" 2 1 1 0 0 4 7 98103 47.6569 -122.348 91 446 91 0 146 245 105 105 0 0 3.49422451984314 550000
"13675" 3 1.75 1 0 0 4 7 98155 47.7623 -122.317 116 716 116 0 124 716 68 68 0 0 15.2202887093856 338000
"13676" 4 2.5 2 0 2 5 9 98004 47.6154 -122.214 342 1240 342 0 317 1087 69 33 1 0 9.38912581627488 1900000
"13677" 3 1 1 0 0 3 7 98118 47.5215 -122.275 207 758 114 93 221 639 49 49 0 1 12.5687735924946 235000
"13678" 1 1 1.5 0 0 4 6 98133 47.7055 -122.348 114 864 114 0 111 634 97 97 0 0 8.85125827481295 349950
"13679" 5 2.5 1.5 0 0 5 7 98058 47.4495 -122.17 194 962 194 0 141 962 52 52 0 0 23.3546519886507 3e+05
"13680" 3 1.75 1 0 0 5 7 98056 47.5375 -122.175 154 1195 154 0 150 1152 48 48 0 0 15.720754568406 431000
"13681" 5 2.5 1 0 0 4 7 98042 47.3657 -122.113 151 1928 102 49 151 803 40 40 0 1 33.5443515038829 280000
"13682" 4 2.5 2 0 0 3 7 98023 47.2957 -122.357 156 670 156 0 208 670 4 4 0 0 36.7736128531995 295000
"13683" 4 2.5 2 0 0 3 7 98038 47.3499 -122.027 278 593 278 0 245 600 12 12 0 0 38.6090535230736 445000
"13684" 5 1 1.5 0 0 3 7 98065 47.5519 -121.803 200 24362 200 0 136 4330 115 15 1 0 40.9815590985922 550000
"13685" 4 2.5 2 0 0 3 9 98024 47.5666 -121.907 268 1400 268 0 287 1431 12 12 0 0 33.008327994764 515000
"13686" 3 2.5 1 0 0 4 9 98055 47.4326 -122.208 283 14731 283 0 275 2885 28 28 0 0 23.6413782279785 555000
"13687" 3 2.5 2 0 0 3 7 98146 47.5132 -122.358 131 232 131 0 120 482 9 9 0 0 12.6487741990919 265000
"13688" 4 2.5 2 0 0 5 8 98103 47.6605 -122.355 212 226 141 71 157 195 94 94 0 1 4.01828490952931 597000
"13689" 2 1 1 0 0 4 7 98199 47.6501 -122.409 117 539 117 0 170 539 76 76 0 0 5.93126144625364 661000
"13690" 3 2 2 0 0 3 7 98053 47.696 -122.026 136 404 136 0 162 429 7 7 0 0 24.6402346780822 362764
"13691" 4 2.5 1 0 0 3 8 98125 47.7258 -122.326 149 1301 122 27 149 948 65 65 0 1 11.1162506524897 427000
"13692" 3 1.75 1 0 0 3 7 98011 47.7691 -122.199 188 793 188 0 181 785 50 50 0 0 19.0051072162712 405000
"13693" 3 1.5 1 0 0 3 7 98198 47.4211 -122.29 109 1071 109 0 144 799 55 55 0 0 23.0887696508064 157000
"13694" 3 1.5 1 0 0 3 7 98198 47.4211 -122.29 109 1071 109 0 144 799 55 55 0 0 23.0887696508064 246500
"13695" 2 1.5 1 0 0 3 7 98074 47.6351 -122.033 119 1029 79 40 119 1011 31 31 0 1 22.8954638632993 386500
"13696" 4 2.5 2 0 0 3 8 98023 47.3025 -122.39 249 1441 249 0 182 1448 16 16 0 0 36.200095719981 3e+05
"13697" 3 1.75 1 0 0 3 8 98023 47.3109 -122.339 164 796 118 46 197 716 37 37 0 1 35.0564698521886 240000
"13698" 5 3.5 2 0 1 3 9 98006 47.5469 -122.194 445 1204 289 156 243 1258 10 10 0 1 13.954710928691 818500
"13699" 3 1.75 1 0 0 4 7 98022 47.209 -122.005 121 790 121 0 131 725 51 51 0 0 52.7299755414854 249000
"13700" 4 2.25 1 0 0 3 8 98027 47.5659 -122.089 242 715 158 85 210 768 38 38 0 1 19.8551298274014 580000
"13701" 4 2.5 1 0 0 3 13 98006 47.5477 -122.126 418 3270 418 0 442 3270 27 27 0 0 18.152813926946 2340000
"13702" 4 2.5 2 0 0 3 8 98042 47.3703 -122.107 195 684 195 0 191 680 18 18 0 0 33.3360055224614 333000
"13703" 2 2 1 0 0 3 7 98022 47.1936 -121.981 124 707 124 0 155 663 23 23 0 0 55.1023852202504 230000
"13704" 3 1 1 0 3 3 6 98118 47.5658 -122.291 90 574 90 0 104 418 41 41 0 0 7.59047066675775 360500
"13705" 3 1.75 1 0 0 3 8 98032 47.3745 -122.276 204 669 118 86 167 743 53 53 0 1 28.3724521404083 265000
"13706" 2 1 1 0 0 3 7 98116 47.5666 -122.403 92 465 92 0 209 560 74 74 0 0 8.21273511774959 490000
"13707" 2 1.75 1 0 0 2 7 98107 47.6749 -122.398 110 465 82 28 137 465 90 90 0 1 7.02794692491841 6e+05
"13708" 3 1 1 0 0 3 7 98034 47.7133 -122.213 91 607 91 0 113 625 46 46 0 0 13.484188124277 307500
"13709" 4 2.25 1 0 0 3 8 98033 47.6497 -122.194 220 895 154 66 218 891 39 39 0 1 11.1200627041862 670000
"13710" 3 1.5 1.5 0 0 4 7 98002 47.2782 -122.212 177 983 177 0 164 842 93 48 1 0 39.8399504797786 247200
"13711" 4 4.5 2 1 4 3 11 98027 47.5696 -122.09 490 1133 316 174 315 920 36 36 0 1 19.6483896459515 2600000
"13712" 3 1.75 1 0 0 4 7 98008 47.6073 -122.127 133 780 133 0 146 725 54 54 0 0 15.9726602316206 440000
"13713" 4 2.5 2 0 0 3 8 98029 47.567 -122.016 231 715 231 0 199 755 28 28 0 0 25.0432659935627 7e+05
"13714" 4 2 1.5 0 0 4 8 98126 47.5394 -122.379 186 773 186 0 129 558 98 98 0 0 10.1209130075874 756100
"13715" 4 2.75 1 0 0 3 8 98006 47.5523 -122.162 242 1791 151 91 207 940 37 37 0 1 15.5620855548108 555000
"13716" 5 3.5 2 0 2 3 8 98144 47.5905 -122.292 268 348 211 57 191 372 14 14 0 1 5.26814726266103 830000
"13717" 3 1 1 0 0 4 6 98022 47.1955 -121.999 94 823 94 0 101 781 25 25 0 0 54.2676543699539 180000
"13718" 5 3.5 2 0 0 3 9 98052 47.7056 -122.119 306 520 248 58 291 520 11 11 0 1 18.6432984810175 775000
"13719" 4 1.75 1.5 0 0 4 6 98002 47.329 -122.219 142 1709 142 0 151 1257 77 77 0 0 34.2375775013806 220000
"13720" 4 2.75 1 0 0 4 9 98005 47.5921 -122.155 188 1469 151 37 205 944 48 48 0 1 14.250296283249 650000
"13721" 3 1.75 1 0 0 4 7 98033 47.7012 -122.169 124 927 124 0 124 934 54 54 0 0 15.1741162295549 410000
"13722" 4 2.5 2 0 0 3 7 98038 47.3775 -122.022 203 499 203 0 203 477 15 15 0 0 36.4546116199836 339995
"13723" 5 1.75 1 0 4 5 9 98008 47.6122 -122.111 267 899 134 133 273 904 49 49 0 1 17.1034118167969 1160000
"13724" 3 2.75 2 0 0 4 7 98188 47.4327 -122.283 192 901 124 69 186 1341 86 86 0 1 21.909162136981 440000
"13725" 2 1.75 1 0 0 3 6 98106 47.5224 -122.36 86 658 86 0 102 713 92 9 1 0 11.6534818356632 275000
"13726" 3 2.5 2 0 0 3 9 98052 47.6685 -122.137 211 912 211 0 259 751 27 27 0 0 15.7935533971579 766000
"13727" 3 2.25 1 0 0 4 7 98023 47.3076 -122.377 151 734 105 46 151 762 42 42 0 1 35.5429235015168 231500
"13728" 3 2 2 0 0 3 9 98045 47.4291 -121.842 257 8296 257 0 190 10198 11 11 0 0 43.2257662649017 472000
"13729" 4 2.5 2 0 0 4 12 98052 47.7139 -122.106 373 3444 373 0 398 3282 25 25 0 0 19.9397419452498 1325000
"13730" 4 1.75 1 0 0 3 7 98178 47.4861 -122.251 183 779 106 77 159 1012 60 60 0 1 16.8953031917557 265000
"13731" 2 1 1 0 0 3 7 98118 47.5543 -122.273 73 557 73 0 89 557 67 67 0 0 9.37067994623605 325000
"13732" 3 1.75 1 0 0 5 7 98133 47.7508 -122.352 162 783 97 65 127 783 61 61 0 1 13.8963897784475 364500
"13733" 2 1 1 0 0 3 6 98155 47.7473 -122.32 105 760 105 0 94 760 68 68 0 0 13.5381422303927 322500
"13734" 3 1.75 1 0 0 3 7 98118 47.5226 -122.284 110 372 97 13 133 372 86 86 0 1 12.2143545633097 338900
"13735" 5 2.5 2 0 0 3 9 98112 47.6265 -122.296 218 372 218 0 171 372 22 22 0 0 3.16648060797964 910000
"13736" 5 2.5 2 0 0 3 9 98112 47.6265 -122.296 218 372 218 0 171 372 22 22 0 0 3.16648060797964 1015000
"13737" 3 1.75 1 0 2 5 6 98166 47.4648 -122.363 172 638 102 70 172 938 96 81 1 1 18.0394291099021 459950
"13738" 4 3 1.5 0 0 3 9 98059 47.4813 -122.129 299 578 299 0 274 578 6 6 0 0 22.4963168747288 584950
"13739" 3 1.75 1 0 0 3 7 98023 47.2837 -122.358 190 1051 141 49 151 749 28 28 0 1 38.1098671195767 252000
"13740" 3 2.5 1 0 0 3 7 98022 47.1943 -121.991 133 787 111 22 155 782 23 23 0 1 54.6707345503982 270000
"13741" 4 2.5 2 0 0 3 10 98075 47.582 -121.971 298 830 298 0 347 753 10 10 0 0 27.9684841984766 750000
"13742" 3 1.75 1 0 4 4 8 98116 47.5837 -122.382 327 1147 142 185 199 725 55 55 0 1 5.74978799713072 775000
"13743" 3 2.5 2 0 0 3 8 98023 47.2924 -122.357 210 754 210 0 209 723 11 11 0 0 37.1402907748505 325000
"13744" 5 3.25 2 0 0 3 9 98074 47.5933 -122.061 306 597 306 0 298 640 3 3 0 0 21.1029742183744 810000
"13745" 2 2.25 2 0 0 4 8 98028 47.753 -122.252 152 198 152 0 152 198 41 41 0 0 15.5102697414068 409000
"13746" 4 1.75 1 0 0 3 7 98144 47.6003 -122.306 147 496 105 42 77 91 68 68 0 1 3.75752827043582 4e+05
"13747" 4 2.25 2 0 0 5 7 98133 47.7567 -122.333 180 768 180 0 167 719 53 53 0 0 14.5195920623032 530000
"13748" 3 2.25 2 0 0 3 7 98033 47.686 -122.185 147 790 147 0 209 791 28 28 0 0 13.2668321033084 580000
"13749" 3 1.75 1 0 1 4 7 98074 47.6099 -122.058 163 1054 121 42 215 1054 28 28 0 1 21.0833733751689 491300
"13750" 4 2.75 1 0 0 4 7 98030 47.3703 -122.171 168 683 111 57 163 683 35 35 0 1 31.1022983032771 272000
"13751" 3 2.5 1 0 4 3 9 98022 47.2498 -122.003 183 9915 183 0 270 9429 30 30 0 0 48.859145112217 599950
"13752" 3 2.5 2 0 0 3 8 98029 47.5704 -121.999 164 478 164 0 174 478 23 23 0 0 26.1824328877336 464000
"13753" 3 1.75 1 0 0 5 7 98103 47.6867 -122.349 167 557 84 84 167 279 110 110 0 1 6.77861629986738 471001
"13754" 3 1.5 1 0 0 3 7 98031 47.4062 -122.174 139 1079 102 37 170 770 35 35 0 1 27.3938175267709 230000
"13755" 3 1 1 0 0 4 6 98008 47.6195 -122.12 87 622 87 0 114 687 56 56 0 0 16.3738246388589 358000
"13756" 3 2.25 1 0 0 3 7 98115 47.6979 -122.31 217 574 112 105 183 574 86 86 0 1 8.2518310692069 510000
"13757" 3 1 1 0 0 3 6 98023 47.3277 -122.341 78 881 78 0 78 875 55 55 0 0 33.1889932712521 86500
"13758" 3 1 1 0 0 3 6 98023 47.3277 -122.341 78 881 78 0 78 875 55 55 0 0 33.1889932712521 199950
"13759" 3 3.25 3 0 3 4 10 98109 47.6299 -122.354 273 505 227 46 409 511 37 37 0 1 1.25103931226837 1712500
"13760" 3 2.75 2 0 0 4 9 98126 47.577 -122.38 295 342 203 92 186 342 97 97 0 1 6.30013494311704 850000
"13761" 4 2.5 1.5 0 0 4 7 98117 47.6885 -122.376 188 320 137 50 141 472 87 87 0 1 7.48529464660694 542000
"13762" 2 1 1 0 0 3 5 98106 47.514 -122.359 76 401 76 0 72 690 78 78 0 0 12.5695043401274 102500
"13763" 3 1.75 1 0 0 3 8 98045 47.4843 -121.719 377 12662 261 116 121 4816 20 20 0 1 49.0748919385148 718000
"13764" 4 2.25 1 0 0 4 8 98008 47.6142 -122.107 247 2062 203 45 247 1685 38 38 0 1 17.3832287985565 625000
"13765" 3 1 1 0 0 4 7 98155 47.7467 -122.321 94 1045 94 0 113 1044 68 68 0 0 13.4643835645636 350000
"13766" 2 1 1 0 0 3 6 98106 47.5224 -122.357 66 476 66 0 107 116 97 97 0 0 11.6241091431589 216000
"13767" 3 1 1.5 0 0 3 7 98133 47.7294 -122.353 91 672 91 0 99 672 69 69 0 0 11.5316488013543 340000
"13768" 3 1 1.5 0 0 3 7 98199 47.6604 -122.396 102 502 102 0 164 409 107 107 0 0 5.76241059145938 505000
"13769" 5 2.5 2 0 0 3 8 98001 47.3161 -122.27 264 558 264 0 255 512 12 12 0 0 34.8577494131291 372000
"13770" 4 2.25 2 0 0 4 8 98023 47.313 -122.388 214 699 214 0 211 746 37 37 0 0 35.0231220591818 263850
